category	species	trait	study	gene	human_ortholog	human_symbol
size	pig	loin_muscle_depth	teng	ENSSSCG00000002332	ENSG00000197555	SIPA1L1
size	pig	loin_muscle_depth	teng	ENSSSCG00000028005	ENSG00000139719	VPS33A
size	pig	loin_muscle_depth	teng	ENSSSCG00000029803	ENSG00000089094	KDM2B
size	pig	loin_muscle_depth	teng	ENSSSCG00000034510	ENSG00000276045	NA
size	pig	loin_muscle_depth	teng	ENSSSCG00000009855	ENSG00000171435	KSR2
size	pig	loin_muscle_depth	teng	ENSSSCG00000009308	ENSG00000139517	LNX2
size	pig	loin_muscle_depth	teng	ENSSSCG00000011858	ENSG00000163848	ZNF148
size	pig	loin_muscle_depth	teng	ENSSSCG00000036613	ENSG00000051341	POLQ
size	pig	loin_muscle_depth	teng	ENSSSCG00000011970	ENSG00000184220	CMSS1
size	pig	loin_muscle_depth	teng	ENSSSCG00000009868	ENSG00000122965	RBM19
size	pig	loin_muscle_depth	teng	ENSSSCG00000016166	ENSG00000144451	SPAG16
size	pig	loin_muscle_depth	teng	ENSSSCG00000034227	ENSG00000136942	RPL35
size	pig	loin_muscle_depth	teng	ENSSSCG00000005699	ENSG00000148357	HMCN2
size	pig	loin_muscle_depth	teng	ENSSSCG00000005672	ENSG00000119383	PTPA
size	pig	loin_muscle_depth	teng	ENSSSCG00000030426	ENSG00000136819	C9orf78
size	pig	loin_muscle_depth	teng	ENSSSCG00000038079	ENSG00000125656	CLPP
size	pig	loin_muscle_depth	teng	ENSSSCG00000014356	ENSG00000170464	DNAJC18
size	pig	loin_muscle_depth	teng	ENSSSCG00000005320	ENSG00000107185	RGP1
size	pig	loin_muscle_depth	teng	ENSSSCG00000004169	ENSG00000112339	HBS1L
size	pig	loin_muscle_depth	teng	ENSSSCG00000028512	ENSG00000130164	LDLR
size	pig	loin_muscle_depth	teng	ENSSSCG00000013496	ENSG00000077463	SIRT6
size	pig	loin_muscle_depth	teng	ENSSSCG00000025675	ENSG00000167658	EEF2
size	pig	loin_muscle_depth	teng	ENSSSCG00000013453	ENSG00000104886	PLEKHJ1
size	pig	loin_muscle_depth	teng	ENSSSCG00000009670	ENSG00000171320	ESCO2
size	pig	loin_muscle_depth	teng	ENSSSCG00000014014	ENSG00000197226	TBC1D9B
size	pig	loin_muscle_depth	teng	ENSSSCG00000032429	ENSG00000173976	RAX2
size	pig	loin_muscle_depth	teng	ENSSSCG00000004082	ENSG00000131018	SYNE1
size	pig	loin_muscle_depth	teng	ENSSSCG00000007705	ENSG00000196313	POM121
size	pig	loin_muscle_depth	teng	ENSSSCG00000032583	ENSG00000100650	SRSF5
size	pig	loin_muscle_depth	teng	ENSSSCG00000025703	ENSG00000009413	REV3L
size	pig	loin_muscle_depth	teng	ENSSSCG00000032043	ENSG00000116704	SLC35D1
size	pig	loin_muscle_depth	teng	ENSSSCG00000034131	ENSG00000239264	TXNDC5
size	pig	loin_muscle_depth	teng	ENSSSCG00000000063	ENSG00000100413	POLR3H
size	pig	loin_muscle_depth	teng	ENSSSCG00000029425	ENSG00000204568	MRPS18B
size	pig	loin_muscle_depth	teng	ENSSSCG00000001341	ENSG00000204525	HLA-C
size	pig	loin_muscle_depth	teng	ENSSSCG00000001457	ENSG00000179344	HLA-DQB1
size	pig	loin_muscle_depth	teng	ENSSSCG00000009553	ENSG00000126216	TUBGCP3
size	pig	loin_muscle_depth	teng	ENSSSCG00000026536	ENSG00000150401	DCUN1D2
size	pig	loin_muscle_depth	teng	ENSSSCG00000017140	ENSG00000176108	CHMP6
size	pig	loin_muscle_depth	teng	ENSSSCG00000017900	ENSG00000129250	KIF1C
size	pig	loin_muscle_depth	teng	ENSSSCG00000010281	ENSG00000197746	PSAP
size	pig	loin_muscle_depth	teng	ENSSSCG00000010283	ENSG00000107742	SPOCK2
size	pig	loin_muscle_depth	teng	ENSSSCG00000016164	ENSG00000030419	IKZF2
size	pig	loin_muscle_depth	teng	ENSSSCG00000004687	ENSG00000166710	B2M
size	pig	loin_muscle_depth	teng	ENSSSCG00000004912	ENSG00000166562	SEC11C
size	pig	loin_muscle_depth	teng	ENSSSCG00000038422	ENSG00000139921	TMX1
size	pig	loin_muscle_depth	teng	ENSSSCG00000005313	ENSG00000159884	CCDC107
size	pig	loin_muscle_depth	teng	ENSSSCG00000005652	ENSG00000119392	GLE1
size	pig	loin_muscle_depth	teng	ENSSSCG00000024341	ENSG00000136878	USP20
size	pig	loin_muscle_depth	teng	ENSSSCG00000005683	ENSG00000136816	TOR1B
size	pig	loin_muscle_depth	teng	ENSSSCG00000012886	ENSG00000171067	C11orf24
size	pig	loin_muscle_depth	teng	ENSSSCG00000029637	ENSG00000173120	KDM2A
size	pig	loin_muscle_depth	teng	ENSSSCG00000012988	ENSG00000173442	EHBP1L1
size	pig	loin_muscle_depth	teng	ENSSSCG00000013034	ENSG00000149782	PLCB3
size	pig	loin_muscle_depth	teng	ENSSSCG00000035472	ENSG00000162222	TTC9C
size	pig	loin_muscle_depth	teng	ENSSSCG00000027847	ENSG00000214756	CSKMT
size	pig	loin_muscle_depth	teng	ENSSSCG00000013064	ENSG00000254772	EEF1G
size	pig	loin_muscle_depth	teng	ENSSSCG00000013050	ENSG00000072518	MARK2
size	pig	loin_muscle_depth	teng	ENSSSCG00000013592	ENSG00000066044	ELAVL1
size	pig	loin_muscle_depth	teng	ENSSSCG00000013512	ENSG00000167676	PLIN4
size	pig	loin_muscle_depth	teng	ENSSSCG00000024242	ENSG00000183617	MRPL54
size	pig	loin_muscle_depth	teng	ENSSSCG00000013511	ENSG00000167674	HDGFL2
size	pig	loin_muscle_depth	teng	ENSSSCG00000013460	ENSG00000104904	OAZ1
size	pig	loin_muscle_depth	teng	ENSSSCG00000013416	ENSG00000175221	MED16
size	pig	loin_muscle_depth	teng	ENSSSCG00000013435	ENSG00000071655	MBD3
size	pig	loin_muscle_depth	teng	ENSSSCG00000013468	ENSG00000172009	THOP1
size	pig	loin_muscle_depth	teng	ENSSSCG00000014022	ENSG00000169045	HNRNPH1
size	pig	loin_muscle_depth	teng	ENSSSCG00000028168	ENSG00000178913	TAF7
size	pig	loin_muscle_depth	teng	ENSSSCG00000027371	ENSG00000262576	PCDHGA4
size	pig	loin_muscle_depth	teng	ENSSSCG00000033982	ENSG00000106400	ZNHIT1
size	pig	loin_muscle_depth	teng	ENSSSCG00000007782	ENSG00000099381	SETD1A
size	pig	loin_muscle_depth	teng	ENSSSCG00000007839	ENSG00000103319	EEF2K
size	pig	loin_muscle_depth	teng	ENSSSCG00000026686	ENSG00000155714	PDZD9
size	pig	loin_muscle_depth	teng	ENSSSCG00000031787	ENSG00000233757	ZNF892
size	pig	loin_muscle_depth	teng	ENSSSCG00000008270	ENSG00000135637	CCDC142
size	pig	loin_muscle_depth	teng	ENSSSCG00000008619	ENSG00000079785	DDX1
size	pig	loin_muscle_depth	teng	ENSSSCG00000006507	ENSG00000132676	DAP3
size	pig	loin_muscle_depth	teng	ENSSSCG00000006785	ENSG00000116473	RAP1A
size	pig	loin_muscle_depth	teng	ENSSSCG00000020777	ENSG00000100106	TRIOBP
size	pig	loin_muscle_depth	teng	ENSSSCG00000029571	ENSG00000135407	AVIL
size	pig	loin_muscle_depth	teng	ENSSSCG00000002651	ENSG00000167513	CDT1
size	pig	loin_muscle_depth	teng	ENSSSCG00000025139	ENSG00000168813	ZNF507
size	pig	loin_muscle_depth	teng	ENSSSCG00000002869	ENSG00000257103	LSM14A
size	pig	loin_muscle_depth	teng	ENSSSCG00000002923	ENSG00000075702	WDR62
size	pig	loin_muscle_depth	teng	ENSSSCG00000039196	ENSG00000105258	POLR2I
size	pig	loin_muscle_depth	teng	ENSSSCG00000031860	ENSG00000128626	MRPS12
size	pig	loin_muscle_depth	teng	ENSSSCG00000036658	ENSG00000099341	PSMD8
size	pig	loin_muscle_depth	teng	ENSSSCG00000029070	ENSG00000079462	PAFAH1B3
size	pig	loin_muscle_depth	teng	ENSSSCG00000037024	ENSG00000179922	ZNF784
size	pig	loin_muscle_depth	teng	ENSSSCG00000033497	ENSG00000142599	RERE
size	pig	loin_muscle_depth	teng	ENSSSCG00000021696	ENSG00000152954	NRSN1
size	pig	loin_muscle_depth	teng	ENSSSCG00000001203	ENSG00000137185	ZSCAN9
size	pig	loin_muscle_depth	teng	ENSSSCG00000001638	ENSG00000048544	MRPS10
size	pig	loin_muscle_depth	teng	ENSSSCG00000001641	ENSG00000024048	UBR2
size	pig	loin_muscle_depth	teng	ENSSSCG00000022901	ENSG00000124702	KLHDC3
size	pig	loin_muscle_depth	teng	ENSSSCG00000032190	ENSG00000163633	C4orf36
size	pig	loin_muscle_depth	teng	ENSSSCG00000029630	ENSG00000166337	TAF10
size	pig	loin_muscle_depth	teng	ENSSSCG00000021822	ENSG00000166439	RNF169
size	pig	loin_muscle_depth	teng	ENSSSCG00000014903	ENSG00000137500	CCDC90B
size	pig	loin_muscle_depth	teng	ENSSSCG00000038977	ENSG00000187257	RSBN1L
size	pig	loin_muscle_depth	teng	ENSSSCG00000010948	ENSG00000135047	CTSL
size	pig	loin_muscle_depth	teng	ENSSSCG00000040989	ENSG00000170412	GPRC5C
size	pig	loin_muscle_depth	teng	ENSSSCG00000034608	ENSG00000177728	TMEM94
size	pig	loin_muscle_depth	teng	ENSSSCG00000022187	ENSG00000277972	CISD3
size	pig	loin_muscle_depth	teng	ENSSSCG00000033706	ENSG00000108559	NUP88
size	pig	loin_muscle_depth	teng	ENSSSCG00000017940	ENSG00000132522	GPS2
size	pig	loin_muscle_depth	teng	ENSSSCG00000021363	ENSG00000170004	CHD3
size	pig	loin_muscle_depth	teng	ENSSSCG00000017924	ENSG00000141456	PELP1
size	pig	loin_muscle_depth	teng	ENSSSCG00000017935	ENSG00000175826	CTDNEP1
size	pig	loin_muscle_depth	teng	ENSSSCG00000017934	ENSG00000181885	CLDN7
size	pig	loin_muscle_depth	teng	ENSSSCG00000017962	ENSG00000132510	KDM6B
size	pig	loin_muscle_depth	teng	ENSSSCG00000024938	ENSG00000131370	SH3BP5
size	pig	loin_muscle_depth	teng	ENSSSCG00000027550	ENSG00000187091	PLCD1
size	pig	loin_muscle_depth	teng	ENSSSCG00000037811	ENSG00000170633	RNF34
size	pig	loin_muscle_depth	teng	ENSSSCG00000009807	ENSG00000139725	RHOF
size	pig	loin_muscle_depth	teng	ENSSSCG00000010359	ENSG00000122367	LDB3
size	pig	loin_muscle_depth	teng	ENSSSCG00000021798	ENSG00000107816	LZTS2
size	pig	loin_muscle_depth	teng	ENSSSCG00000010576	ENSG00000166197	NOLC1
size	pig	loin_muscle_depth	teng	ENSSSCG00000010650	ENSG00000169129	AFAP1L2
size	pig	loin_muscle_depth	teng	ENSSSCG00000010742	ENSG00000188690	UROS
size	pig	loin_muscle_depth	teng	ENSSSCG00000039230	ENSG00000144231	POLR2D
size	pig	loin_muscle_depth	teng	ENSSSCG00000016116	ENSG00000138442	WDR12
size	pig	loin_muscle_depth	teng	ENSSSCG00000035501	ENSG00000138375	SMARCAL1
size	pig	loin_muscle_depth	teng	ENSSSCG00000035775	ENSG00000074582	BCS1L
size	pig	loin_muscle_depth	teng	ENSSSCG00000016793	ENSG00000173545	ZNF622
size	pig	loin_muscle_depth	teng	ENSSSCG00000038248	ENSG00000155858	LSM11
size	pig	loin_muscle_depth	teng	ENSSSCG00000006982	ENSG00000104219	ZDHHC2
size	pig	loin_muscle_depth	teng	ENSSSCG00000007355	ENSG00000198900	TOP1
size	pig	loin_muscle_depth	teng	ENSSSCG00000004952	ENSG00000166949	SMAD3
size	pig	loin_muscle_depth	teng	ENSSSCG00000005325	ENSG00000137103	TMEM8B
size	pig	loin_muscle_depth	teng	ENSSSCG00000005716	ENSG00000130714	POMT1
size	pig	loin_muscle_depth	teng	ENSSSCG00000013040	ENSG00000149743	TRPT1
size	pig	loin_muscle_depth	teng	ENSSSCG00000023667	ENSG00000079999	KEAP1
size	pig	loin_muscle_depth	teng	ENSSSCG00000013667	ENSG00000080573	COL5A3
size	pig	loin_muscle_depth	teng	ENSSSCG00000013644	ENSG00000129347	KRI1
size	pig	loin_muscle_depth	teng	ENSSSCG00000013589	ENSG00000104976	SNAPC2
size	pig	loin_muscle_depth	teng	ENSSSCG00000032265	ENSG00000104964	TLE5
size	pig	loin_muscle_depth	teng	ENSSSCG00000013429	ENSG00000118046	STK11
size	pig	loin_muscle_depth	teng	ENSSSCG00000031899	ENSG00000167476	JSRP1
size	pig	loin_muscle_depth	teng	ENSSSCG00000014033	ENSG00000145916	RMND5B
size	pig	loin_muscle_depth	teng	ENSSSCG00000040507	ENSG00000196923	PDLIM7
size	pig	loin_muscle_depth	teng	ENSSSCG00000014051	ENSG00000048140	TSPAN17
size	pig	loin_muscle_depth	teng	ENSSSCG00000029985	ENSG00000175414	ARL10
size	pig	loin_muscle_depth	teng	ENSSSCG00000030114	ENSG00000145757	SPATA9
size	pig	loin_muscle_depth	teng	ENSSSCG00000036570	ENSG00000205279	CTXN3
size	pig	loin_muscle_depth	teng	ENSSSCG00000014324	ENSG00000120729	MYOT
size	pig	loin_muscle_depth	teng	ENSSSCG00000014331	ENSG00000120733	KDM3B
size	pig	loin_muscle_depth	teng	ENSSSCG00000014396	ENSG00000081791	DELE1
size	pig	loin_muscle_depth	teng	ENSSSCG00000014410	ENSG00000156463	SH3RF2
size	pig	loin_muscle_depth	teng	ENSSSCG00000007811	ENSG00000169682	SPNS1
size	pig	loin_muscle_depth	teng	ENSSSCG00000008578	ENSG00000138031	ADCY3
size	pig	loin_muscle_depth	teng	ENSSSCG00000008583	ENSG00000198399	ITSN2
size	pig	loin_muscle_depth	teng	ENSSSCG00000005959	ENSG00000153310	CYRIB
size	pig	loin_muscle_depth	teng	ENSSSCG00000022107	ENSG00000160679	CHTOP
size	pig	loin_muscle_depth	teng	ENSSSCG00000000019	ENSG00000093000	NUP50
size	pig	loin_muscle_depth	teng	ENSSSCG00000000068	ENSG00000100393	EP300
size	pig	loin_muscle_depth	teng	ENSSSCG00000000064	ENSG00000100412	ACO2
size	pig	loin_muscle_depth	teng	ENSSSCG00000000095	ENSG00000100226	GTPBP1
size	pig	loin_muscle_depth	teng	ENSSSCG00000000625	ENSG00000070018	LRP6
size	pig	loin_muscle_depth	teng	ENSSSCG00000002681	ENSG00000103160	HSDL1
size	pig	loin_muscle_depth	teng	ENSSSCG00000023267	ENSG00000105711	SCN1B
size	pig	loin_muscle_depth	teng	ENSSSCG00000040533	ENSG00000188493	ACTMAP
size	pig	loin_muscle_depth	teng	ENSSSCG00000039235	ENSG00000013275	PSMC4
size	pig	loin_muscle_depth	teng	ENSSSCG00000003093	ENSG00000125755	SYMPK
size	pig	loin_muscle_depth	teng	ENSSSCG00000038580	ENSG00000174951	FUT1
size	pig	loin_muscle_depth	teng	ENSSSCG00000023495	ENSG00000057757	PITHD1
size	pig	loin_muscle_depth	teng	ENSSSCG00000032960	ENSG00000185090	MANEAL
size	pig	loin_muscle_depth	teng	ENSSSCG00000031631	ENSG00000134697	GNL2
size	pig	loin_muscle_depth	teng	ENSSSCG00000003876	ENSG00000123080	CDKN2C
size	pig	loin_muscle_depth	teng	ENSSSCG00000036257	ENSG00000124802	EEF1E1
size	pig	loin_muscle_depth	teng	ENSSSCG00000039071	ENSG00000213719	CLIC1
size	pig	loin_muscle_depth	teng	ENSSSCG00000001346	ENSG00000204574	ABCF1
size	pig	loin_muscle_depth	teng	ENSSSCG00000001688	ENSG00000137221	TJAP1
size	pig	loin_muscle_depth	teng	ENSSSCG00000001723	ENSG00000146070	PLA2G7
size	pig	loin_muscle_depth	teng	ENSSSCG00000001984	ENSG00000100441	KHNYN
size	pig	loin_muscle_depth	teng	ENSSSCG00000002002	ENSG00000213928	IRF9
size	pig	loin_muscle_depth	teng	ENSSSCG00000008701	ENSG00000163956	LRPAP1
size	pig	loin_muscle_depth	teng	ENSSSCG00000040571	ENSG00000250317	SMIM20
size	pig	loin_muscle_depth	teng	ENSSSCG00000022953	ENSG00000165983	PTER
size	pig	loin_muscle_depth	teng	ENSSSCG00000009276	ENSG00000132953	XPO4
size	pig	loin_muscle_depth	teng	ENSSSCG00000026744	ENSG00000180776	ZDHHC20
size	pig	loin_muscle_depth	teng	ENSSSCG00000037313	ENSG00000122033	MTIF3
size	pig	loin_muscle_depth	teng	ENSSSCG00000031598	ENSG00000102543	CDADC1
size	pig	loin_muscle_depth	teng	ENSSSCG00000035057	ENSG00000198863	RUNDC1
size	pig	loin_muscle_depth	teng	ENSSSCG00000017640	ENSG00000108375	RNF43
size	pig	loin_muscle_depth	teng	ENSSSCG00000017672	ENSG00000108510	MED13
size	pig	loin_muscle_depth	teng	ENSSSCG00000017717	ENSG00000141161	UNC45B
size	pig	loin_muscle_depth	teng	ENSSSCG00000025796	ENSG00000073536	NLE1
size	pig	loin_muscle_depth	teng	ENSSSCG00000017993	ENSG00000065320	NTN1
size	pig	loin_muscle_depth	teng	ENSSSCG00000018023	ENSG00000006695	COX10
size	pig	loin_muscle_depth	teng	ENSSSCG00000029811	ENSG00000154822	PLCL2
size	pig	loin_muscle_depth	teng	ENSSSCG00000035795	ENSG00000184900	SUMO3
size	pig	loin_muscle_depth	teng	ENSSSCG00000038089	ENSG00000182871	COL18A1
size	pig	loin_muscle_depth	teng	ENSSSCG00000027165	ENSG00000184787	UBE2G2
size	pig	loin_muscle_depth	teng	ENSSSCG00000034758	ENSG00000160209	PDXK
size	pig	loin_muscle_depth	teng	ENSSSCG00000031249	ENSG00000183255	PTTG1IP
size	pig	loin_muscle_depth	teng	ENSSSCG00000028707	ENSG00000186575	NF2
size	pig	loin_muscle_depth	teng	ENSSSCG00000029781	ENSG00000198832	SELENOM
size	pig	loin_muscle_depth	teng	ENSSSCG00000010039	ENSG00000100191	SLC5A4
size	pig	loin_muscle_depth	teng	ENSSSCG00000010275	ENSG00000166228	PCBD1
size	pig	loin_muscle_depth	teng	ENSSSCG00000010645	ENSG00000196865	NHLRC2
size	pig	loin_muscle_depth	teng	ENSSSCG00000010737	ENSG00000165660	ABRAXAS2
size	pig	loin_muscle_depth	teng	ENSSSCG00000016397	ENSG00000183091	NEB
size	pig	loin_muscle_depth	teng	ENSSSCG00000037274	ENSG00000187514	PTMA
size	pig	loin_muscle_depth	teng	ENSSSCG00000039609	ENSG00000164236	ANKRD33B
size	pig	loin_muscle_depth	teng	ENSSSCG00000016826	ENSG00000113456	RAD1
size	pig	loin_muscle_depth	teng	ENSSSCG00000016981	ENSG00000113742	CPEB4
size	pig	loin_muscle_depth	teng	ENSSSCG00000007206	ENSG00000125826	RBCK1
size	pig	loin_muscle_depth	teng	ENSSSCG00000007508	ENSG00000124256	ZBP1
size	pig	loin_muscle_depth	teng	ENSSSCG00000039166	ENSG00000142279	WTIP
size	pig	loin_muscle_depth	teng	ENSSSCG00000005446	ENSG00000095203	EPB41L4B
size	pig	loin_muscle_depth	teng	ENSSSCG00000005719	ENSG00000107263	RAPGEF1
size	pig	loin_muscle_depth	teng	ENSSSCG00000021620	ENSG00000168439	STIP1
size	pig	loin_muscle_depth	teng	ENSSSCG00000023110	ENSG00000162191	UBXN1
size	pig	loin_muscle_depth	teng	ENSSSCG00000038370	ENSG00000204922	UQCC3
size	pig	loin_muscle_depth	teng	ENSSSCG00000013650	ENSG00000161847	RAVER1
size	pig	loin_muscle_depth	teng	ENSSSCG00000035812	ENSG00000104899	AMH
size	pig	loin_muscle_depth	teng	ENSSSCG00000014364	ENSG00000131503	ANKHD1
size	pig	loin_muscle_depth	teng	ENSSSCG00000014434	ENSG00000127743	IL17B
size	pig	loin_muscle_depth	teng	ENSSSCG00000027466	ENSG00000106333	PCOLCE
size	pig	loin_muscle_depth	teng	ENSSSCG00000007744	ENSG00000164776	PHKG1
size	pig	loin_muscle_depth	teng	ENSSSCG00000007965	ENSG00000010539	ZNF200
size	pig	loin_muscle_depth	teng	ENSSSCG00000030204	ENSG00000127080	IPPK
size	pig	loin_muscle_depth	teng	ENSSSCG00000006927	ENSG00000065243	PKN2
size	pig	loin_muscle_depth	teng	ENSSSCG00000006935	ENSG00000137975	CLCA2
size	pig	loin_muscle_depth	teng	ENSSSCG00000030295	ENSG00000102898	NUTF2
size	pig	loin_muscle_depth	teng	ENSSSCG00000029808	ENSG00000070785	EIF2B3
size	pig	loin_muscle_depth	teng	ENSSSCG00000001000	ENSG00000198721	ECI2
size	pig	loin_muscle_depth	teng	ENSSSCG00000001395	ENSG00000204516	MICB
size	pig	loin_muscle_depth	teng	ENSSSCG00000001658	ENSG00000112651	MRPL2
size	pig	loin_muscle_depth	teng	ENSSSCG00000001952	ENSG00000100906	NFKBIA
size	pig	loin_muscle_depth	teng	ENSSSCG00000023001	ENSG00000181982	CCDC149
size	pig	loin_muscle_depth	teng	ENSSSCG00000038682	ENSG00000166012	TAF1D
size	pig	loin_muscle_depth	teng	ENSSSCG00000024578	ENSG00000019144	PHLDB1
size	pig	loin_muscle_depth	teng	ENSSSCG00000040578	ENSG00000177303	CASKIN2
size	pig	loin_muscle_depth	teng	ENSSSCG00000030167	ENSG00000013306	SLC25A39
size	pig	loin_muscle_depth	teng	ENSSSCG00000032782	ENSG00000108439	PNPO
size	pig	loin_muscle_depth	teng	ENSSSCG00000035400	ENSG00000175155	YPEL2
size	pig	loin_muscle_depth	teng	ENSSSCG00000017693	ENSG00000275700	AATF
size	pig	loin_muscle_depth	teng	ENSSSCG00000032652	ENSG00000172716	SLFN11
size	pig	loin_muscle_depth	teng	ENSSSCG00000028720	ENSG00000167693	NXN
size	pig	loin_muscle_depth	teng	ENSSSCG00000017817	ENSG00000174231	PRPF8
size	pig	loin_muscle_depth	teng	ENSSSCG00000051794	ENSG00000161958	FGF11
size	pig	loin_muscle_depth	teng	ENSSSCG00000011329	ENSG00000160799	CCDC12
size	pig	loin_muscle_depth	teng	ENSSSCG00000034529	ENSG00000168273	UQCC5
size	pig	loin_muscle_depth	teng	ENSSSCG00000035037	ENSG00000142178	SIK1
size	pig	loin_muscle_depth	teng	ENSSSCG00000009766	ENSG00000185344	ATP6V0A2
size	pig	loin_muscle_depth	teng	ENSSSCG00000009761	ENSG00000196498	NCOR2
size	pig	loin_muscle_depth	teng	ENSSSCG00000009778	ENSG00000150977	RILPL2
size	pig	loin_muscle_depth	teng	ENSSSCG00000037530	ENSG00000138162	TACC2
size	pig	loin_muscle_depth	teng	ENSSSCG00000006994	ENSG00000078674	PCM1
size	pig	loin_muscle_depth	teng	ENSSSCG00000033297	ENSG00000125843	AP5S1
size	pig	loin_muscle_depth	teng	ENSSSCG00000007503	ENSG00000101146	RAE1
size	pig	loin_muscle_depth	teng	ENSSSCG00000031799	ENSG00000178826	TMEM139
size	pig	loin_muscle_depth	teng	ENSSSCG00000032786	ENSG00000146858	ZC3HAV1L
size	pig	loin_muscle_depth	teng	ENSSSCG00000021466	ENSG00000164603	BMT2
size	pig	loin_muscle_depth	teng	ENSSSCG00000037598	ENSG00000086300	SNX10
size	pig	loin_muscle_depth	teng	ENSSSCG00000048439	ENSG00000006451	RALA
size	pig	loin_muscle_depth	teng	ENSSSCG00000004473	ENSG00000146247	PHIP
size	pig	loin_muscle_depth	teng	ENSSSCG00000006939	ENSG00000117174	ZNHIT6
size	pig	loin_muscle_depth	teng	ENSSSCG00000009125	ENSG00000145362	ANK2
size	pig	loin_muscle_depth	teng	ENSSSCG00000021181	ENSG00000172893	DHCR7
size	pig	loin_muscle_depth	teng	ENSSSCG00000015412	ENSG00000135205	CCDC146
size	pig	loin_muscle_depth	teng	ENSSSCG00000017506	ENSG00000108306	FBXL20
size	pig	loin_muscle_depth	teng	ENSSSCG00000031776	ENSG00000130338	TULP4
size	pig	loin_muscle_depth	teng	ENSSSCG00000024119	ENSG00000170266	GLB1
size	pig	loin_muscle_depth	teng	ENSSSCG00000005710	ENSG00000050555	LAMC3
size	pig	loin_muscle_depth	teng	ENSSSCG00000005725	ENSG00000125482	TTF1
size	pig	loin_muscle_depth	teng	ENSSSCG00000014054	ENSG00000169258	GPRIN1
size	pig	loin_muscle_depth	teng	ENSSSCG00000032478	ENSG00000275023	MLLT6
size	pig	loin_muscle_depth	teng	ENSSSCG00000009877	ENSG00000166578	IQCD
size	pig	loin_muscle_depth	teng	ENSSSCG00000038868	ENSG00000148358	GPR107
size	pig	loin_muscle_depth	teng	ENSSSCG00000039673	ENSG00000161664	ASB16
size	pig	loin_muscle_area	teng	ENSSSCG00000020666	ENSG00000103966	EHD4
size	pig	loin_muscle_area	teng	ENSSSCG00000012856	ENSG00000205531	NAP1L4
size	pig	loin_muscle_area	teng	ENSSSCG00000039644	ENSG00000070985	TRPM5
size	pig	loin_muscle_area	teng	ENSSSCG00000013064	ENSG00000254772	EEF1G
size	pig	loin_muscle_area	teng	ENSSSCG00000006544	ENSG00000160714	UBE2Q1
size	pig	loin_muscle_area	teng	ENSSSCG00000037808	ENSG00000168765	GSTM4
size	pig	loin_muscle_area	teng	ENSSSCG00000006830	ENSG00000143106	PSMA5
size	pig	loin_muscle_area	teng	ENSSSCG00000034265	ENSG00000100418	DESI1
size	pig	loin_muscle_area	teng	ENSSSCG00000000419	ENSG00000139547	RDH16
size	pig	loin_muscle_area	teng	ENSSSCG00000000697	ENSG00000111642	CHD4
size	pig	loin_muscle_area	teng	ENSSSCG00000030510	ENSG00000105202	FBL
size	pig	loin_muscle_area	teng	ENSSSCG00000025109	ENSG00000105223	PLD3
size	pig	loin_muscle_area	teng	ENSSSCG00000003139	ENSG00000105552	BCAT2
size	pig	loin_muscle_area	teng	ENSSSCG00000009029	ENSG00000071205	ARHGAP10
size	pig	loin_muscle_area	teng	ENSSSCG00000009031	ENSG00000151617	EDNRA
size	pig	loin_muscle_area	teng	ENSSSCG00000015650	ENSG00000162889	MAPKAPK2
size	pig	loin_muscle_area	teng	ENSSSCG00000049515	ENSG00000169689	CENPX
size	pig	loin_muscle_area	teng	ENSSSCG00000004328	ENSG00000112159	MDN1
size	pig	loin_muscle_area	teng	ENSSSCG00000004314	ENSG00000146281	PM20D2
